PAGE_NUMBER,MANUFACTURER,YEAR,MODEL,ENGINE,OIL
236,SUBARU,2020,WRX,H4 2.0L F.I. Turbo (FA20F),"['M1-104', 'M1-104A']"
236,SUBARU,2020,WRX STI,H4 2.5L F.I. Turbo (EJ257),"['M1-108', 'M1-108A']"
236,SUBARU,2019,Ascent,H4 2.4L F.I. Turbo,"['M1-108', 'M1-108A']"
236,SUBARU,2019,BRZ,H4 2.0L F.I. (FA20D) (VIN A),"['M1-104', 'M1-104A']"
236,SUBARU,2019,Crosstrek,H4 2.0L F.I. (FB20),"['M1-108', 'M1-108A']"
236,SUBARU,2019,Crosstrek Hybrid,H4 2.0L F.I. (Electric/Gas),"['M1-108', 'M1-108A']"
236,SUBARU,2019,Forester,H4 2.5L F.I. (FB25D),"['M1-108', 'M1-108A']"
236,SUBARU,2019,Impreza,H4 2.0L F.I. (FB20),"['M1-108', 'M1-108A']"
236,SUBARU,2019,Legacy,H4 2.5L F.I. (DOHC) (FB25),"['M1-108', 'M1-108A']"
236,SUBARU,2019,Legacy,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
236,SUBARU,2019,Outback,H4 2.5L F.I.,"['M1-108', 'M1-108A']"
236,SUBARU,2019,Outback,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
236,SUBARU,2019,WRX,H4 2.0L F.I. Turbo (FA20F),"['M1-104', 'M1-104A']"
236,SUBARU,2019,WRX STI,H4 2.5L F.I. Turbo (EJ257),"['M1-108', 'M1-108A']"
236,SUBARU,2018,BRZ,H4 2.0L F.I. (FA20D),"['M1-104', 'M1-104A']"
236,SUBARU,2018,Crosstrek,H4 2.0L F.I.,"['M1-108', 'M1-108A']"
236,SUBARU,2018,Forester,H4 2.0L F.I. Turbo (FA20F),"['M1-108', 'M1-108A']"
236,SUBARU,2018,Forester,H4 2.5L F.I. (FB25BA),"['M1-108', 'M1-108A']"
236,SUBARU,2018,Forester,H4 2.5L F.I. (FB25BC),"['M1-108', 'M1-108A']"
236,SUBARU,2018,Impreza,H4 2.0L F.I. (FB20),"['M1-108', 'M1-108A']"
236,SUBARU,2018,Legacy,H4 2.5L F.I. (DOHC) (FB25),"['M1-108', 'M1-108A']"
236,SUBARU,2018,Legacy,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
236,SUBARU,2018,Outback,H4 2.5L F.I. (DOHC) (FB25),"['M1-108', 'M1-108A']"
236,SUBARU,2018,Outback,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
236,SUBARU,2018,WRX,H4 2.0L F.I. Turbo (FA20F),"['M1-104', 'M1-104A']"
236,SUBARU,2018,WRX STI,H4 2.5L F.I. Turbo (EJ257),"['M1-108', 'M1-108A']"
236,SUBARU,2018,WRX STI,H4 2.5L F.I. Turbo (EJ257) Type RA,"['M1-108', 'M1-108A']"
236,SUBARU,2018,XV,H4 2.0L F.I. (FB20) (Mexico),"['M1-108', 'M1-108A']"
236,SUBARU,2017,BRZ,H4 2.0L F.I. (FA20D),"['M1-104', 'M1-104A']"
236,SUBARU,2017,Crosstrek,H4 2.0L F.I.,"['M1-108', 'M1-108A']"
236,SUBARU,2020,Ascent,H4 2.4L F.I. Turbo,"['M1-108', 'M1-108A']"
236,SUBARU,2020,BRZ,H4 2.0L F.I. (FA20D) (VIN A),"['M1-104', 'M1-104A']"
236,SUBARU,2020,Crosstrek,H4 2.0L F.I. (FB20),"['M1-108', 'M1-108A']"
236,SUBARU,2020,Crosstrek Hybrid,H4 2.0L F.I. (Electric/Gas),"['M1-108', 'M1-108A']"
236,SUBARU,2020,Forester,H4 2.5L F.I. (FB25D),"['M1-108', 'M1-108A']"
236,SUBARU,2020,Impreza,H4 2.0L F.I. (FB20),"['M1-108', 'M1-108A']"
236,SUBARU,2020,Legacy,H4 2.4L F.I. Turbo,"['M1-108', 'M1-108A']"
236,SUBARU,2020,Legacy,H4 2.5L F.I. (FB25D),"['M1-108', 'M1-108A']"
236,SUBARU,2020,Outback,H4 2.4L F.I. Turbo,"['M1-108', 'M1-108A']"
236,SUBARU,2020,Outback,H4 2.5L F.I.,"['M1-108', 'M1-108A']"
236,SUBARU,2020,WRX,H4 2.0L F.I. Turbo (FA20F),"['M1-104', 'M1-104A']"
236,SUBARU,2020,WRX STI,H4 2.5L F.I. Turbo (EJ257),"['M1-108', 'M1-108A']"
236,SUBARU,2019,Ascent,H4 2.4L F.I. Turbo,"['M1-108', 'M1-108A']"
236,SUBARU,2019,BRZ,H4 2.0L F.I. (FA20D) (VIN A),"['M1-104', 'M1-104A']"
236,SUBARU,2019,Crosstrek,H4 2.0L F.I. (FB20),"['M1-108', 'M1-108A']"
236,SUBARU,2019,Crosstrek Hybrid,H4 2.0L F.I. (Electric/Gas),"['M1-108', 'M1-108A']"
236,SUBARU,2019,Forester,H4 2.5L F.I. (FB25D),"['M1-108', 'M1-108A']"
236,SUBARU,2019,Impreza,H4 2.0L F.I. (FB20),"['M1-108', 'M1-108A']"
236,SUBARU,2019,Legacy,H4 2.5L F.I. (DOHC) (FB25),"['M1-108', 'M1-108A']"
236,SUBARU,2019,Legacy,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
236,SUBARU,2019,Outback,H4 2.5L F.I.,"['M1-108', 'M1-108A']"
236,SUBARU,2019,Outback,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
236,SUBARU,2019,WRX,H4 2.0L F.I. Turbo (FA20F),"['M1-104', 'M1-104A']"
236,SUBARU,2019,WRX STI,H4 2.5L F.I. Turbo (EJ257),"['M1-108', 'M1-108A']"
236,SUBARU,2018,BRZ,H4 2.0L F.I. (FA20D),"['M1-104', 'M1-104A']"
236,SUBARU,2018,Crosstrek,H4 2.0L F.I.,"['M1-108', 'M1-108A']"
236,SUBARU,2018,Forester,H4 2.0L F.I. Turbo (FA20F),"['M1-108', 'M1-108A']"
236,SUBARU,2018,Forester,H4 2.5L F.I. (FB25BA),"['M1-108', 'M1-108A']"
236,SUBARU,2018,Forester,H4 2.5L F.I. (FB25BC),"['M1-108', 'M1-108A']"
236,SUBARU,2018,Impreza,H4 2.0L F.I. (FB20),"['M1-108', 'M1-108A']"
236,SUBARU,2018,Legacy,H4 2.5L F.I. (DOHC) (FB25),"['M1-108', 'M1-108A']"
236,SUBARU,2018,Legacy,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
236,SUBARU,2018,Outback,H4 2.5L F.I. (DOHC) (FB25),"['M1-108', 'M1-108A']"
236,SUBARU,2018,Outback,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
236,SUBARU,2018,WRX,H4 2.0L F.I. Turbo (FA20F),"['M1-104', 'M1-104A']"
236,SUBARU,2018,WRX STI,H4 2.5L F.I. Turbo (EJ257),"['M1-108', 'M1-108A']"
236,SUBARU,2018,WRX STI,H4 2.5L F.I. Turbo (EJ257) Type RA,"['M1-108', 'M1-108A']"
236,SUBARU,2018,XV,H4 2.0L F.I. (FB20) (Mexico),"['M1-108', 'M1-108A']"
236,SUBARU,2017,BRZ,H4 2.0L F.I. (FA20D),"['M1-104', 'M1-104A']"
236,SUBARU,2017,Crosstrek,H4 2.0L F.I.,"['M1-108', 'M1-108A']"
237,SUBARU,2017,Crosstrek,H4 2.0L F.I.,"['M1-108', 'M1-108A']"
237,SUBARU,2017,Forester,H4 2.0L F.I. Turbo (FA20F),"['M1-108', 'M1-108A']"
237,SUBARU,2017,Forester,H4 2.5L F.I. (FB25BA),"['M1-108', 'M1-108A']"
237,SUBARU,2017,Forester,H4 2.5L F.I. (FB25BC),"['M1-108', 'M1-108A']"
237,SUBARU,2017,Impreza,H4 2.0L F.I. (FB20),"['M1-108', 'M1-108A']"
237,SUBARU,2017,Legacy,H4 2.5L F.I. (DOHC) (FB25),"['M1-108', 'M1-108A']"
237,SUBARU,2017,Legacy,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
237,SUBARU,2017,Outback,H4 2.5L F.I. (DOHC) (FB25),"['M1-108', 'M1-108A']"
237,SUBARU,2017,Outback,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
237,SUBARU,2017,WRX,H4 2.0L F.I. Turbo (FA20F),"['M1-104', 'M1-104A']"
237,SUBARU,2017,WRX STI,H4 2.5L F.I. Turbo (EJ257),"['M1-108', 'M1-108A']"
237,SUBARU,2016,BRZ,H4 2.0L F.I. (FA20D),"['M1-104', 'M1-104A']"
237,SUBARU,2016,Crosstrek,H4 2.0L F.I.,"['M1-108', 'M1-108A']"
237,SUBARU,2016,Crosstrek,H4 2.0L F.I. (Electric/Gas),"['M1-108', 'M1-108A']"
237,SUBARU,2016,Forester,H4 2.0L F.I. Turbo (FA20F),"['M1-108', 'M1-108A']"
237,SUBARU,2016,Forester,H4 2.5L F.I. (FB25BA),"['M1-108', 'M1-108A']"
237,SUBARU,2016,Forester,H4 2.5L F.I. (FB25BC),"['M1-108', 'M1-108A']"
237,SUBARU,2016,Impreza,H4 2.0L F.I. (FB20),"['M1-108', 'M1-108A']"
237,SUBARU,2016,Legacy,H4 2.5L F.I. (DOHC) (FB25),"['M1-108', 'M1-108A']"
237,SUBARU,2016,Legacy,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
237,SUBARU,2016,Outback,H4 2.5L F.I. (DOHC) (FB25),"['M1-108', 'M1-108A']"
237,SUBARU,2016,Outback,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
237,SUBARU,2016,WRX,H4 2.0L F.I. Turbo (FA20F),"['M1-104', 'M1-104A']"
237,SUBARU,2016,WRX STI,H4 2.5L F.I. Turbo (EJ257),"['M1-108', 'M1-108A']"
237,SUBARU,2016,XV,H4 2.0L F.I. (FB20) (Mexico),"['M1-108', 'M1-108A']"
237,SUBARU,2015,BRZ,H4 2.0L F.I. (FA20D),"['M1-104', 'M1-104A']"
237,SUBARU,2015,Forester,H4 2.0L F.I. Turbo (FA20F),"['M1-108', 'M1-108A']"
237,SUBARU,2015,Forester,H4 2.5L F.I. (FB25BA),"['M1-108', 'M1-108A']"
237,SUBARU,2015,Forester,H4 2.5L F.I. (FB25BC),"['M1-108', 'M1-108A']"
237,SUBARU,2015,Impreza,H4 2.0L F.I. (FB20),"['M1-108', 'M1-108A']"
237,SUBARU,2015,Legacy,H4 2.5L F.I. (DOHC) (FB25),"['M1-108', 'M1-108A']"
237,SUBARU,2015,Legacy,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
237,SUBARU,2015,Outback,H4 2.5L F.I. (DOHC) (FB25),"['M1-108', 'M1-108A']"
237,SUBARU,2015,Outback,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
237,SUBARU,2015,WRX,H4 2.0L F.I. Turbo (FA20F),"['M1-104', 'M1-104A']"
237,SUBARU,2015,WRX STI,H4 2.5L F.I. Turbo (EJ257),"['M1-108', 'M1-108A']"
237,SUBARU,2015,XV,H4 2.0L F.I. (Mexico),"['M1-108', 'M1-108A']"
237,SUBARU,2015,XV Crosstrek,H4 2.0L F.I.,"['M1-108', 'M1-108A']"
237,SUBARU,2015,XV Crosstrek,H4 2.0L F.I. (Electric/Gas),"['M1-108', 'M1-108A']"
237,SUBARU,2014,BRZ,H4 2.0L F.I. (FA20D),"['M1-104', 'M1-104A']"
237,SUBARU,2014,Forester,H4 2.0L F.I. Turbo (FA20F),"['M1-108', 'M1-108A']"
237,SUBARU,2014,Forester,H4 2.5L F.I. (FB25BA),"['M1-108', 'M1-108A']"
237,SUBARU,2014,Forester,H4 2.5L F.I. (FB25BC),"['M1-108', 'M1-108A']"
237,SUBARU,2014,Impreza,H4 2.0L F.I. (FB20),"['M1-108', 'M1-108A']"
237,SUBARU,2017,Forester,H4 2.0L F.I. Turbo (FA20F),"['M1-108', 'M1-108A']"
237,SUBARU,2017,Forester,H4 2.5L F.I. (FB25BA),"['M1-108', 'M1-108A']"
237,SUBARU,2017,Forester,H4 2.5L F.I. (FB25BC),"['M1-108', 'M1-108A']"
237,SUBARU,2017,Impreza,H4 2.0L F.I. (FB20),"['M1-108', 'M1-108A']"
237,SUBARU,2017,Legacy,H4 2.5L F.I. (DOHC) (FB25),"['M1-108', 'M1-108A']"
237,SUBARU,2017,Legacy,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
237,SUBARU,2017,Outback,H4 2.5L F.I. (DOHC) (FB25),"['M1-108', 'M1-108A']"
237,SUBARU,2017,Outback,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
237,SUBARU,2017,WRX,H4 2.0L F.I. Turbo (FA20F),"['M1-104', 'M1-104A']"
237,SUBARU,2017,WRX STI,H4 2.5L F.I. Turbo (EJ257),"['M1-108', 'M1-108A']"
237,SUBARU,2016,BRZ,H4 2.0L F.I. (FA20D),"['M1-104', 'M1-104A']"
237,SUBARU,2016,Crosstrek,H4 2.0L F.I.,"['M1-108', 'M1-108A']"
237,SUBARU,2016,Crosstrek,H4 2.0L F.I. (Electric/Gas),"['M1-108', 'M1-108A']"
237,SUBARU,2016,Forester,H4 2.0L F.I. Turbo (FA20F),"['M1-108', 'M1-108A']"
237,SUBARU,2016,Forester,H4 2.5L F.I. (FB25BA),"['M1-108', 'M1-108A']"
237,SUBARU,2016,Forester,H4 2.5L F.I. (FB25BC),"['M1-108', 'M1-108A']"
237,SUBARU,2016,Impreza,H4 2.0L F.I. (FB20),"['M1-108', 'M1-108A']"
237,SUBARU,2016,Legacy,H4 2.5L F.I. (DOHC) (FB25),"['M1-108', 'M1-108A']"
237,SUBARU,2016,Legacy,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
237,SUBARU,2016,Outback,H4 2.5L F.I. (DOHC) (FB25),"['M1-108', 'M1-108A']"
237,SUBARU,2016,Outback,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
237,SUBARU,2016,WRX,H4 2.0L F.I. Turbo (FA20F),"['M1-104', 'M1-104A']"
237,SUBARU,2016,WRX STI,H4 2.5L F.I. Turbo (EJ257),"['M1-108', 'M1-108A']"
237,SUBARU,2016,XV,H4 2.0L F.I. (FB20) (Mexico),"['M1-108', 'M1-108A']"
237,SUBARU,2015,BRZ,H4 2.0L F.I. (FA20D),"['M1-104', 'M1-104A']"
237,SUBARU,2015,Forester,H4 2.0L F.I. Turbo (FA20F),"['M1-108', 'M1-108A']"
237,SUBARU,2015,Forester,H4 2.5L F.I. (FB25BA),"['M1-108', 'M1-108A']"
237,SUBARU,2015,Forester,H4 2.5L F.I. (FB25BC),"['M1-108', 'M1-108A']"
237,SUBARU,2015,Impreza,H4 2.0L F.I. (FB20),"['M1-108', 'M1-108A']"
237,SUBARU,2015,Legacy,H4 2.5L F.I. (DOHC) (FB25),"['M1-108', 'M1-108A']"
237,SUBARU,2015,Legacy,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
237,SUBARU,2015,Outback,H4 2.5L F.I. (DOHC) (FB25),"['M1-108', 'M1-108A']"
237,SUBARU,2015,Outback,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
237,SUBARU,2015,WRX,H4 2.0L F.I. Turbo (FA20F),"['M1-104', 'M1-104A']"
237,SUBARU,2015,WRX STI,H4 2.5L F.I. Turbo (EJ257),"['M1-108', 'M1-108A']"
237,SUBARU,2015,XV,H4 2.0L F.I. (Mexico),"['M1-108', 'M1-108A']"
237,SUBARU,2015,XV Crosstrek,H4 2.0L F.I.,"['M1-108', 'M1-108A']"
237,SUBARU,2015,XV Crosstrek,H4 2.0L F.I. (Electric/Gas),"['M1-108', 'M1-108A']"
237,SUBARU,2014,BRZ,H4 2.0L F.I. (FA20D),"['M1-104', 'M1-104A']"
237,SUBARU,2014,Forester,H4 2.0L F.I. Turbo (FA20F),"['M1-108', 'M1-108A']"
237,SUBARU,2014,Forester,H4 2.5L F.I. (FB25BA),"['M1-108', 'M1-108A']"
237,SUBARU,2014,Forester,H4 2.5L F.I. (FB25BC),"['M1-108', 'M1-108A']"
237,SUBARU,2014,Impreza,H4 2.0L F.I. (FB20),"['M1-108', 'M1-108A']"
238,SUBARU,2014,Impreza,H4 2.0L F.I. (FB20),"['M1-108', 'M1-108A']"
238,SUBARU,2014,Impreza WRX,H4 2.5L F.I. Turbo,"['M1-108', 'M1-108A']"
238,SUBARU,2014,Legacy,H4 2.5L F.I. (DOHC) (FB25),"['M1-108', 'M1-108A']"
238,SUBARU,2014,Legacy,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
238,SUBARU,2014,Outback,H4 2.5L F.I. (DOHC) (FB25),"['M1-108', 'M1-108A']"
238,SUBARU,2014,Outback,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
238,SUBARU,2014,Tribeca,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
238,SUBARU,2014,WRX,H4 2.5L F.I. Turbo (EJ255),"['M1-108', 'M1-108A']"
238,SUBARU,2014,WRX STI,H4 2.5L F.I. Turbo (EJ257),"['M1-108', 'M1-108A']"
238,SUBARU,2014,XV,H4 2.0L F.I. (Mexico),"['M1-108', 'M1-108A']"
238,SUBARU,2014,XV Crosstrek,H4 2.0L F.I.,"['M1-108', 'M1-108A']"
238,SUBARU,2014,XV Crosstrek,H4 2.0L F.I. (Electric/Gas),"['M1-108', 'M1-108A']"
238,SUBARU,2013,BRZ,H4 2.0L F.I. (FA20D),"['M1-104', 'M1-104A']"
238,SUBARU,2013,Forester,H4 2.5L F.I. Turbo (EJ255),"['M1-108', 'M1-108A']"
238,SUBARU,2013,Forester,H4 2.5L F.I. (FB25BC),"['M1-108', 'M1-108A']"
238,SUBARU,2013,Forester,H4 2.5L F.I. (FB25BA),"['M1-108', 'M1-108A']"
238,SUBARU,2013,Impreza,H4 2.0L F.I. (FB20),"['M1-108', 'M1-108A']"
238,SUBARU,2013,Impreza WRX,H4 2.5L F.I. Turbo,"['M1-108', 'M1-108A']"
238,SUBARU,2013,Legacy,H4 2.5L F.I. (DOHC) (FB25),"['M1-108', 'M1-108A']"
238,SUBARU,2013,Legacy,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
238,SUBARU,2013,Outback,H4 2.5L F.I. (DOHC) (FB25),"['M1-108', 'M1-108A']"
238,SUBARU,2013,Outback,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
238,SUBARU,2013,Tribeca,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
238,SUBARU,2013,WRX,H4 2.5L F.I. Turbo (EJ255),"['M1-108', 'M1-108A']"
238,SUBARU,2013,WRX STI,H4 2.5L F.I. Turbo (EJ257),"['M1-108', 'M1-108A']"
238,SUBARU,2013,XV,H4 2.0L F.I. (FB20) (Mexico),"['M1-108', 'M1-108A']"
238,SUBARU,2013,XV Crosstrek,H4 2.0L F.I.,"['M1-108', 'M1-108A']"
238,SUBARU,2012,Forester,H4 2.5L F.I. (FB25BC),"['M1-108', 'M1-108A']"
238,SUBARU,2012,Forester,H4 2.5L F.I. Turbo (EJ255),"['M1-108', 'M1-108A']"
238,SUBARU,2012,Forester,H4 2.5L F.I. (FB25BA),"['M1-108', 'M1-108A']"
238,SUBARU,2012,Impreza,H4 2.0L F.I. (FB20),"['M1-108', 'M1-108A']"
238,SUBARU,2012,Impreza WRX,H4 2.5L F.I. Turbo,"['M1-108', 'M1-108A']"
238,SUBARU,2012,Legacy,H4 2.5L F.I. Turbo (EJ255),"['M1-108', 'M1-108A']"
238,SUBARU,2012,Legacy,H4 2.5L F.I. (EJ253),"['M1-108', 'M1-108A']"
238,SUBARU,2012,Legacy,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
238,SUBARU,2012,Outback,H4 2.5L F.I. (EJ253),"['M1-108', 'M1-108A']"
238,SUBARU,2012,Outback,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
238,SUBARU,2012,Tribeca,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
238,SUBARU,2012,WRX,H4 2.5L F.I. Turbo (EJ255),"['M1-108', 'M1-108A']"
238,SUBARU,2011,Forester,H4 2.5L F.I. Turbo (EJ255),"['M1-108', 'M1-108A']"
238,SUBARU,2011,Forester,H4 2.5L F.I. (FB25BA),"['M1-108', 'M1-108A']"
238,SUBARU,2011,Forester,H4 2.5L F.I. (FB25BC),"['M1-108', 'M1-108A']"
238,SUBARU,2011,Impreza,H4 2.5L F.I.,"['M1-108', 'M1-108A']"
238,SUBARU,2014,Impreza WRX,H4 2.5L F.I. Turbo,"['M1-108', 'M1-108A']"
238,SUBARU,2014,Legacy,H4 2.5L F.I. (DOHC) (FB25),"['M1-108', 'M1-108A']"
238,SUBARU,2014,Legacy,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
238,SUBARU,2014,Outback,H4 2.5L F.I. (DOHC) (FB25),"['M1-108', 'M1-108A']"
238,SUBARU,2014,Outback,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
238,SUBARU,2014,Tribeca,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
238,SUBARU,2014,WRX,H4 2.5L F.I. Turbo (EJ255),"['M1-108', 'M1-108A']"
238,SUBARU,2014,WRX STI,H4 2.5L F.I. Turbo (EJ257),"['M1-108', 'M1-108A']"
238,SUBARU,2014,XV,H4 2.0L F.I. (Mexico),"['M1-108', 'M1-108A']"
238,SUBARU,2014,XV Crosstrek,H4 2.0L F.I.,"['M1-108', 'M1-108A']"
238,SUBARU,2014,XV Crosstrek,H4 2.0L F.I. (Electric/Gas),"['M1-108', 'M1-108A']"
238,SUBARU,2013,BRZ,H4 2.0L F.I. (FA20D),"['M1-104', 'M1-104A']"
238,SUBARU,2013,Forester,H4 2.5L F.I. Turbo (EJ255),"['M1-108', 'M1-108A']"
238,SUBARU,2013,Forester,H4 2.5L F.I. (FB25BC),"['M1-108', 'M1-108A']"
238,SUBARU,2013,Forester,H4 2.5L F.I. (FB25BA),"['M1-108', 'M1-108A']"
238,SUBARU,2013,Impreza,H4 2.0L F.I. (FB20),"['M1-108', 'M1-108A']"
238,SUBARU,2013,Impreza WRX,H4 2.5L F.I. Turbo,"['M1-108', 'M1-108A']"
238,SUBARU,2013,Legacy,H4 2.5L F.I. (DOHC) (FB25),"['M1-108', 'M1-108A']"
238,SUBARU,2013,Legacy,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
238,SUBARU,2013,Outback,H4 2.5L F.I. (DOHC) (FB25),"['M1-108', 'M1-108A']"
238,SUBARU,2013,Outback,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
238,SUBARU,2013,Tribeca,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
238,SUBARU,2013,WRX,H4 2.5L F.I. Turbo (EJ255),"['M1-108', 'M1-108A']"
238,SUBARU,2013,WRX STI,H4 2.5L F.I. Turbo (EJ257),"['M1-108', 'M1-108A']"
238,SUBARU,2013,XV,H4 2.0L F.I. (FB20) (Mexico),"['M1-108', 'M1-108A']"
238,SUBARU,2013,XV Crosstrek,H4 2.0L F.I.,"['M1-108', 'M1-108A']"
238,SUBARU,2012,Forester,H4 2.5L F.I. (FB25BC),"['M1-108', 'M1-108A']"
238,SUBARU,2012,Forester,H4 2.5L F.I. Turbo (EJ255),"['M1-108', 'M1-108A']"
238,SUBARU,2012,Forester,H4 2.5L F.I. (FB25BA),"['M1-108', 'M1-108A']"
238,SUBARU,2012,Impreza,H4 2.0L F.I. (FB20),"['M1-108', 'M1-108A']"
238,SUBARU,2012,Impreza WRX,H4 2.5L F.I. Turbo,"['M1-108', 'M1-108A']"
238,SUBARU,2012,Legacy,H4 2.5L F.I. Turbo (EJ255),"['M1-108', 'M1-108A']"
238,SUBARU,2012,Legacy,H4 2.5L F.I. (EJ253),"['M1-108', 'M1-108A']"
238,SUBARU,2012,Legacy,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
238,SUBARU,2012,Outback,H4 2.5L F.I. (EJ253),"['M1-108', 'M1-108A']"
238,SUBARU,2012,Outback,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
238,SUBARU,2012,Tribeca,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
238,SUBARU,2012,WRX,H4 2.5L F.I. Turbo (EJ255),"['M1-108', 'M1-108A']"
238,SUBARU,2011,Forester,H4 2.5L F.I. Turbo (EJ255),"['M1-108', 'M1-108A']"
238,SUBARU,2011,Forester,H4 2.5L F.I. (FB25BA),"['M1-108', 'M1-108A']"
238,SUBARU,2011,Forester,H4 2.5L F.I. (FB25BC),"['M1-108', 'M1-108A']"
238,SUBARU,2011,Impreza,H4 2.5L F.I.,"['M1-108', 'M1-108A']"
239,SUBARU,2011,Impreza,H4 2.5L F.I.,"['M1-108', 'M1-108A']"
239,SUBARU,2011,Impreza WRX,H4 2.5L F.I. Turbo (EJ255),"['M1-108', 'M1-108A']"
239,SUBARU,2011,Impreza WRX,H4 2.5L F.I. Turbo (EJ257),"['M1-108', 'M1-108A']"
239,SUBARU,2011,Legacy,H4 2.5L F.I. (EJ253),"['M1-108', 'M1-108A']"
239,SUBARU,2011,Legacy,H4 2.5L F.I. Turbo (EJ255),"['M1-108', 'M1-108A']"
239,SUBARU,2011,Legacy,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
239,SUBARU,2011,Outback,H4 2.5L F.I. (EJ253),"['M1-108', 'M1-108A']"
239,SUBARU,2011,Outback,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
239,SUBARU,2011,Tribeca,H6 3.6L F.I.,"['M1-104', 'M1-104A']"
239,SUBARU,2010,Forester,H4 2.5L F.I. Turbo (EJ255),"['M1-108', 'M1-108A']"
239,SUBARU,2010,Forester,H4 2.5L F.I. (EJ253),"['M1-108', 'M1-108A']"
239,SUBARU,2010,Impreza,H4 2.5L F.I. Naturally Aspirated,"['M1-108', 'M1-108A']"
239,SUBARU,2010,Impreza WRX,H4 2.5L F.I. Turbo (EJ257),"['M1-108', 'M1-108A']"
239,SUBARU,2010,Impreza WRX,H4 2.5L F.I. Turbo (EJ255),"['M1-108', 'M1-108A']"
239,SUBARU,2010,Legacy,H4 2.5L F.I. Turbo (EJ255),"['M1-108', 'M1-108A']"
239,SUBARU,2010,Legacy,H4 2.5L F.I. (EJ253),"['M1-108', 'M1-108A']"
239,SUBARU,2010,Legacy,H6 3.6L F.I. (EZ36D),"['M1-104', 'M1-104A']"
239,SUBARU,2010,Outback,H4 2.5L F.I. (EJ253),"['M1-108', 'M1-108A']"
239,SUBARU,2010,Outback,H6 3.6L F.I. (EZ36D) 24V,"['M1-104', 'M1-104A']"
239,SUBARU,2010,Tribeca,H6 3.6L F.I. (EZ36D),"['M1-104', 'M1-104A']"
239,SUBARU,2009,Forester,H4 2.5L F.I. (EJ253),"['M1-108', 'M1-108A']"
239,SUBARU,2009,Forester,H4 2.5L F.I. Turbo (EJ255),"['M1-108', 'M1-108A']"
239,SUBARU,2009,Impreza,H4 2.5L F.I. Naturally Aspirated,"['M1-108', 'M1-108A']"
239,SUBARU,2009,Impreza WRX,H4 2.5L F.I. Turbo (EJ257),"['M1-108', 'M1-108A']"
239,SUBARU,2009,Impreza WRX,H4 2.5L F.I. Turbo (EJ255),"['M1-108', 'M1-108A']"
239,SUBARU,2009,Legacy,H4 2.5L F.I. (EJ253),"['M1-108', 'M1-108A']"
239,SUBARU,2009,Legacy,H4 2.5L F.I. Turbo (EJ255),"['M1-108', 'M1-108A']"
239,SUBARU,2009,Legacy,H6 3.0L F.I. (EZ30D),"['M1-104', 'M1-104A']"
239,SUBARU,2009,Outback,H4 2.5L F.I. (EJ253),"['M1-108', 'M1-108A']"
239,SUBARU,2009,Outback,H4 2.5L F.I. Turbo (EJ255),"['M1-108', 'M1-108A']"
239,SUBARU,2009,Outback,H6 3.0L F.I. (EZ30D),"['M1-104', 'M1-104A']"
239,SUBARU,2009,Tribeca,H6 3.6L F.I. (EZ36D),"['M1-104', 'M1-104A']"
